label,class,name,color,group,lane,time1,time2,status,starting_time,ending_time
person_b,a,test499,pink,2,498,1.70381E+12,1.70381E+12,Wait,2024/1/3 19:11:48,2024/1/3 19:54:49
person_c,c,test500,yellow,3,499,1.70381E+12,1.70381E+12,Wait,2024/1/1 23:02:39,2024/1/2 0:33:54
person_a,a,test501,green,1,500,1.70381E+12,1.70381E+12,Wait,2024/1/1 1:40:39,2024/1/1 5:59:36
person_a,b,test502,blue,1,501,1.70385E+12,1.70387E+12,Wait,2024/1/3 20:45:39,2024/1/4 2:07:14
person_a,a,test503,red,1,502,1.70381E+12,1.70382E+12,Wait,2024/1/3 10:34:19,2024/1/3 14:44:11
person_b,b,test504,pink,2,503,1.70381E+12,1.70381E+12,Wait,2024/1/3 1:47:28,2024/1/3 4:15:47
person_c,c,test505,yellow,3,504,1.70381E+12,1.70381E+12,Wait,2024/1/4 3:55:10,2024/1/4 5:55:03
person_c,c,test506,yellow,3,505,1.70381E+12,1.70381E+12,Wait,2024/1/3 4:42:21,2024/1/3 6:40:00
person_c,c,test507,yellow,3,506,1.70381E+12,1.70381E+12,Wait,2024/1/2 16:19:54,2024/1/2 19:20:33
person_c,c,test508,yellow,3,507,1.70381E+12,1.70381E+12,Wait,2024/1/2 11:16:58,2024/1/2 16:43:51
person_c,c,test509,yellow,3,508,1.70381E+12,1.70381E+12,Wait,2024/1/3 8:22:08,2024/1/3 13:12:58
person_c,c,test510,yellow,3,509,1.70381E+12,1.70381E+12,Wait,2024/1/3 12:25:31,2024/1/3 13:32:03
person_c,c,test511,yellow,3,510,1.70381E+12,1.70382E+12,Wait,2024/1/1 6:52:38,2024/1/1 11:42:04
person_c,c,test512,yellow,3,511,1.70381E+12,1.70382E+12,Wait,2024/1/1 21:20:25,2024/1/2 2:15:37
person_c,c,test513,yellow,3,512,1.70381E+12,1.70382E+12,Wait,2024/1/1 23:00:12,2024/1/2 1:48:50
person_c,c,test514,yellow,3,513,1.70381E+12,1.70382E+12,Wait,2024/1/3 11:49:31,2024/1/3 14:47:37
person_c,c,test515,yellow,3,514,1.70381E+12,1.70382E+12,Wait,2024/1/2 17:06:39,2024/1/2 18:17:36
person_c,c,test516,yellow,3,515,1.70381E+12,1.70381E+12,Wait,2024/1/2 2:34:06,2024/1/2 7:37:49
person_c,c,test517,yellow,3,516,1.70381E+12,1.70382E+12,Fix,2024/1/2 13:09:01,2024/1/2 15:52:16
person_c,c,test518,yellow,3,517,1.70381E+12,1.70382E+12,Wait,2024/1/3 9:11:07,2024/1/3 13:43:32
person_c,c,test519,yellow,3,518,1.70381E+12,1.70382E+12,Wait,2024/1/3 4:15:48,2024/1/3 4:50:19
person_c,c,test520,yellow,3,519,1.70381E+12,1.70382E+12,Wait,2024/1/4 18:43:05,2024/1/4 23:58:22
person_c,c,test521,yellow,3,520,1.70382E+12,1.70382E+12,Wait,2024/1/2 8:49:31,2024/1/2 9:29:09
person_c,c,test522,yellow,3,521,1.70382E+12,1.70382E+12,Wait,2024/1/1 23:44:07,2024/1/2 5:13:50
person_c,c,test523,yellow,3,522,1.70382E+12,1.70382E+12,Wait,2024/1/3 23:49:21,2024/1/4 0:55:40
person_c,c,test524,yellow,3,523,1.70382E+12,1.70382E+12,Wait,2024/1/4 4:48:14,2024/1/4 7:02:48
person_c,c,test525,yellow,3,524,1.70382E+12,1.70382E+12,Wait,2024/1/5 10:17:47,2024/1/5 16:01:17
person_c,c,test526,yellow,3,525,1.70382E+12,1.70382E+12,Wait,2024/1/2 13:42:24,2024/1/2 14:09:01
person_c,c,test527,yellow,3,526,1.70382E+12,1.70382E+12,Wait,2024/1/1 4:32:24,2024/1/1 9:48:22
person_c,c,test528,yellow,3,527,1.70382E+12,1.70382E+12,Wait,2024/1/3 10:46:07,2024/1/3 13:41:16
person_c,c,test529,yellow,3,528,1.70382E+12,1.70382E+12,Wait,2024/1/3 14:32:14,2024/1/3 15:25:05
person_c,c,test530,yellow,3,529,1.70382E+12,1.70383E+12,Wait,2024/1/3 17:17:36,2024/1/3 22:10:31
person_c,c,test531,yellow,3,530,1.70382E+12,1.70383E+12,Wait,2024/1/3 7:31:26,2024/1/3 9:53:41
person_c,c,test532,yellow,3,531,1.70382E+12,1.70383E+12,Wait,2024/1/4 10:24:15,2024/1/4 11:56:59
person_c,c,test533,yellow,3,532,1.70382E+12,1.70383E+12,Wait,2024/1/2 21:28:29,2024/1/3 1:22:58
person_c,c,test534,yellow,3,533,1.70382E+12,1.70383E+12,Wait,2024/1/2 9:45:42,2024/1/2 10:21:39
person_c,c,test535,yellow,3,534,1.70382E+12,1.70383E+12,Wait,2024/1/3 20:57:20,2024/1/3 21:53:25
person_c,c,test536,yellow,3,535,1.70382E+12,1.70382E+12,Wait,2024/1/4 15:11:55,2024/1/4 17:23:29
person_c,c,test537,yellow,3,536,1.70382E+12,1.70383E+12,Wait,2024/1/2 1:37:47,2024/1/2 3:00:15
person_c,c,test538,yellow,3,537,1.70382E+12,1.70383E+12,Wait,2024/1/3 7:00:09,2024/1/3 12:25:16
person_c,c,test539,yellow,3,538,1.70382E+12,1.70383E+12,Wait,2024/1/3 8:03:10,2024/1/3 11:09:43
person_c,c,test540,yellow,3,539,1.70383E+12,1.70383E+12,Wait,2024/1/2 1:28:57,2024/1/2 3:19:59
person_c,c,test541,yellow,3,540,1.70383E+12,1.70383E+12,Wait,2024/1/3 0:49:23,2024/1/3 5:16:27
person_c,c,test542,yellow,3,541,1.70383E+12,1.70383E+12,Wait,2024/1/2 7:15:54,2024/1/2 12:56:47
person_c,c,test543,yellow,3,542,1.70383E+12,1.70384E+12,Wait,2024/1/4 3:14:03,2024/1/4 7:58:38
person_c,c,test544,yellow,3,543,1.70383E+12,1.70383E+12,Wait,2024/1/3 12:53:31,2024/1/3 14:19:37
person_c,c,test545,yellow,3,544,1.70383E+12,1.70384E+12,Wait,2024/1/2 16:36:47,2024/1/2 17:14:14
person_a,a,test546,green,1,545,1.70381E+12,1.70381E+12,Wait,2024/1/4 0:45:11,2024/1/4 1:49:43
person_a,d,test547,blue,1,546,1.70385E+12,1.70387E+12,Wait,2024/1/3 5:56:13,2024/1/3 8:35:22
person_a,a,test548,red,1,547,1.70381E+12,1.70382E+12,Fix,2024/1/4 11:01:06,2024/1/4 11:08:55
person_b,a,test549,pink,2,548,1.70381E+12,1.70381E+12,Wait,2024/1/4 7:45:08,2024/1/4 9:06:32
person_c,c,test550,yellow,3,549,1.70381E+12,1.70381E+12,Wait,2024/1/2 15:15:55,2024/1/2 19:28:19
person_a,a,test551,green,1,550,1.70381E+12,1.70381E+12,Wait,2024/1/1 9:47:06,2024/1/1 13:23:39
person_a,b,test552,blue,1,551,1.70385E+12,1.70387E+12,Wait,2024/1/4 15:20:04,2024/1/4 18:12:19
person_a,a,test553,red,1,552,1.70381E+12,1.70382E+12,Wait,2024/1/4 5:14:23,2024/1/4 9:10:06
person_b,b,test554,pink,2,553,1.70381E+12,1.70381E+12,Wait,2024/1/3 4:04:18,2024/1/3 8:57:50
person_c,c,test555,yellow,3,554,1.70381E+12,1.70381E+12,Wait,2024/1/4 10:36:53,2024/1/4 13:15:56
person_c,c,test556,yellow,3,555,1.70381E+12,1.70381E+12,Wait,2024/1/3 4:52:09,2024/1/3 10:43:58
person_c,c,test557,yellow,3,556,1.70381E+12,1.70381E+12,Wait,2024/1/3 5:25:14,2024/1/3 11:10:14
person_c,c,test558,yellow,3,557,1.70381E+12,1.70381E+12,Wait,2024/1/2 12:41:18,2024/1/2 17:34:31
person_c,c,test559,yellow,3,558,1.70381E+12,1.70381E+12,Wait,2024/1/4 3:38:05,2024/1/4 8:31:00
person_c,c,test560,yellow,3,559,1.70381E+12,1.70381E+12,Wait,2024/1/3 15:16:51,2024/1/3 17:28:28
person_c,c,test561,yellow,3,560,1.70381E+12,1.70382E+12,Wait,2024/1/2 6:20:07,2024/1/2 9:36:25
person_c,c,test562,yellow,3,561,1.70381E+12,1.70382E+12,Wait,2024/1/2 20:50:30,2024/1/3 1:51:43
person_c,c,test563,yellow,3,562,1.70381E+12,1.70382E+12,Wait,2024/1/2 14:33:05,2024/1/2 20:21:52
person_c,c,test564,yellow,3,563,1.70381E+12,1.70382E+12,Wait,2024/1/4 3:39:47,2024/1/4 8:53:17
person_c,c,test565,yellow,3,564,1.70381E+12,1.70382E+12,Wait,2024/1/3 9:29:17,2024/1/3 10:36:18
person_c,c,test566,yellow,3,565,1.70381E+12,1.70381E+12,Wait,2024/1/2 12:20:32,2024/1/2 17:17:18
person_c,c,test567,yellow,3,566,1.70381E+12,1.70382E+12,Fix,2024/1/3 1:01:16,2024/1/3 1:30:49
person_c,c,test568,yellow,3,567,1.70381E+12,1.70382E+12,Wait,2024/1/3 20:39:25,2024/1/4 1:37:27
person_c,c,test569,yellow,3,568,1.70381E+12,1.70382E+12,Wait,2024/1/3 11:48:41,2024/1/3 14:04:25
person_c,c,test570,yellow,3,569,1.70381E+12,1.70382E+12,Wait,2024/1/4 19:08:08,2024/1/4 22:29:22
person_c,c,test571,yellow,3,570,1.70382E+12,1.70382E+12,Wait,2024/1/2 13:39:08,2024/1/2 18:33:52
person_c,c,test572,yellow,3,571,1.70382E+12,1.70382E+12,Wait,2024/1/2 6:23:16,2024/1/2 12:07:12
person_c,c,test573,yellow,3,572,1.70382E+12,1.70382E+12,Wait,2024/1/4 16:52:47,2024/1/4 20:09:30
person_c,c,test574,yellow,3,573,1.70382E+12,1.70382E+12,Wait,2024/1/4 6:58:09,2024/1/4 8:05:59
person_c,c,test575,yellow,3,574,1.70382E+12,1.70382E+12,Wait,2024/1/5 10:42:50,2024/1/5 13:23:25
person_c,c,test576,yellow,3,575,1.70382E+12,1.70382E+12,Wait,2024/1/3 2:39:04,2024/1/3 3:24:22
person_c,c,test577,yellow,3,576,1.70382E+12,1.70382E+12,Wait,2024/1/1 22:49:29,2024/1/2 3:41:40
person_c,c,test578,yellow,3,577,1.70382E+12,1.70382E+12,Wait,2024/1/4 9:06:11,2024/1/4 9:37:34
person_c,c,test579,yellow,3,578,1.70382E+12,1.70382E+12,Wait,2024/1/3 16:44:52,2024/1/3 17:39:41
person_c,c,test580,yellow,3,579,1.70382E+12,1.70383E+12,Wait,2024/1/4 9:38:21,2024/1/4 11:33:54
person_c,c,test581,yellow,3,580,1.70382E+12,1.70383E+12,Wait,2024/1/3 15:48:08,2024/1/3 17:00:47
person_c,c,test582,yellow,3,581,1.70382E+12,1.70383E+12,Wait,2024/1/5 8:35:29,2024/1/5 13:00:39
person_c,c,test583,yellow,3,582,1.70382E+12,1.70383E+12,Wait,2024/1/3 2:59:47,2024/1/3 3:55:51
person_c,c,test584,yellow,3,583,1.70382E+12,1.70383E+12,Wait,2024/1/3 2:36:39,2024/1/3 2:47:20
person_c,c,test585,yellow,3,584,1.70382E+12,1.70383E+12,Wait,2024/1/4 14:20:03,2024/1/4 14:36:00
person_c,c,test586,yellow,3,585,1.70382E+12,1.70382E+12,Wait,2024/1/4 18:12:15,2024/1/4 21:57:26
person_c,c,test587,yellow,3,586,1.70382E+12,1.70383E+12,Wait,2024/1/2 2:30:18,2024/1/2 7:05:57
person_c,c,test588,yellow,3,587,1.70382E+12,1.70383E+12,Wait,2024/1/3 16:58:54,2024/1/3 18:20:22
person_c,c,test589,yellow,3,588,1.70382E+12,1.70383E+12,Wait,2024/1/4 4:11:12,2024/1/4 4:17:11
person_c,c,test590,yellow,3,589,1.70383E+12,1.70383E+12,Wait,2024/1/2 17:55:56,2024/1/2 18:13:29
person_c,c,test591,yellow,3,590,1.70383E+12,1.70383E+12,Wait,2024/1/3 14:23:45,2024/1/3 18:59:52
person_c,c,test592,yellow,3,591,1.70383E+12,1.70383E+12,Wait,2024/1/2 19:48:13,2024/1/3 0:43:28
person_c,c,test593,yellow,3,592,1.70383E+12,1.70384E+12,Wait,2024/1/4 13:54:13,2024/1/4 14:05:38
person_c,c,test594,yellow,3,593,1.70383E+12,1.70383E+12,Wait,2024/1/4 6:10:30,2024/1/4 6:56:10
person_c,c,test595,yellow,3,594,1.70383E+12,1.70384E+12,Wait,2024/1/3 9:08:43,2024/1/3 14:57:26
person_a,a,test596,green,1,595,1.70381E+12,1.70381E+12,Wait,2024/1/4 13:44:05,2024/1/4 19:42:06
person_a,d,test597,blue,1,596,1.70385E+12,1.70387E+12,Wait,2024/1/3 16:28:29,2024/1/3 18:15:22
person_a,a,test598,red,1,597,1.70381E+12,1.70382E+12,Fix,2024/1/4 14:41:46,2024/1/4 18:11:09
person_b,a,test599,pink,2,598,1.70381E+12,1.70381E+12,Wait,2024/1/4 7:56:59,2024/1/4 12:19:38
person_c,c,test600,yellow,3,599,1.70381E+12,1.70381E+12,Wait,2024/1/3 14:02:17,2024/1/3 16:24:23
person_a,a,test601,green,1,600,1.70381E+12,1.70381E+12,Wait,2024/1/2 5:02:14,2024/1/2 10:55:54
person_a,b,test602,blue,1,601,1.70385E+12,1.70387E+12,Wait,2024/1/5 4:34:27,2024/1/5 9:54:57
person_a,a,test603,red,1,602,1.70381E+12,1.70382E+12,Wait,2024/1/4 15:29:41,2024/1/4 20:05:24
person_b,b,test604,pink,2,603,1.70381E+12,1.70381E+12,Wait,2024/1/4 0:58:20,2024/1/4 2:16:56
person_c,c,test605,yellow,3,604,1.70381E+12,1.70381E+12,Wait,2024/1/5 0:51:53,2024/1/5 4:49:44
person_c,c,test606,yellow,3,605,1.70381E+12,1.70381E+12,Wait,2024/1/3 8:46:18,2024/1/3 9:44:05
person_c,c,test607,yellow,3,606,1.70381E+12,1.70381E+12,Wait,2024/1/3 5:26:11,2024/1/3 8:39:29
person_c,c,test608,yellow,3,607,1.70381E+12,1.70381E+12,Wait,2024/1/2 19:59:25,2024/1/3 0:09:51
person_c,c,test609,yellow,3,608,1.70381E+12,1.70381E+12,Wait,2024/1/4 11:44:31,2024/1/4 13:52:38
person_c,c,test610,yellow,3,609,1.70381E+12,1.70381E+12,Wait,2024/1/4 14:58:38,2024/1/4 20:58:25
person_c,c,test611,yellow,3,610,1.70381E+12,1.70382E+12,Wait,2024/1/2 7:23:21,2024/1/2 7:36:21
person_c,c,test612,yellow,3,611,1.70381E+12,1.70382E+12,Wait,2024/1/2 23:09:19,2024/1/3 2:57:25
person_c,c,test613,yellow,3,612,1.70381E+12,1.70382E+12,Wait,2024/1/3 12:52:57,2024/1/3 13:43:49
person_c,c,test614,yellow,3,613,1.70381E+12,1.70382E+12,Wait,2024/1/4 13:21:35,2024/1/4 16:59:00
person_c,c,test615,yellow,3,614,1.70381E+12,1.70382E+12,Wait,2024/1/4 6:25:35,2024/1/4 10:14:02
person_c,c,test616,yellow,3,615,1.70381E+12,1.70381E+12,Wait,2024/1/3 2:01:11,2024/1/3 4:38:00
person_c,c,test617,yellow,3,616,1.70381E+12,1.70382E+12,Fix,2024/1/3 19:35:11,2024/1/3 20:40:15
person_c,c,test618,yellow,3,617,1.70381E+12,1.70382E+12,Wait,2024/1/4 9:00:18,2024/1/4 9:51:17
person_c,c,test619,yellow,3,618,1.70381E+12,1.70382E+12,Wait,2024/1/4 8:29:41,2024/1/4 9:33:41
person_c,c,test620,yellow,3,619,1.70381E+12,1.70382E+12,Wait,2024/1/5 5:21:34,2024/1/5 5:53:34
person_c,c,test621,yellow,3,620,1.70382E+12,1.70382E+12,Wait,2024/1/3 13:27:02,2024/1/3 19:26:00
person_c,c,test622,yellow,3,621,1.70382E+12,1.70382E+12,Wait,2024/1/2 15:17:50,2024/1/2 21:05:40
person_c,c,test623,yellow,3,622,1.70382E+12,1.70382E+12,Wait,2024/1/5 13:05:38,2024/1/5 13:52:56
person_c,c,test624,yellow,3,623,1.70382E+12,1.70382E+12,Wait,2024/1/4 11:45:51,2024/1/4 17:29:37
person_c,c,test625,yellow,3,624,1.70382E+12,1.70382E+12,Wait,2024/1/5 16:13:23,2024/1/5 20:04:03
person_c,c,test626,yellow,3,625,1.70382E+12,1.70382E+12,Wait,2024/1/3 15:57:59,2024/1/3 19:15:26
person_c,c,test627,yellow,3,626,1.70382E+12,1.70382E+12,Wait,2024/1/2 20:41:39,2024/1/2 23:16:50
person_c,c,test628,yellow,3,627,1.70382E+12,1.70382E+12,Wait,2024/1/4 18:38:41,2024/1/4 23:47:51
person_c,c,test629,yellow,3,628,1.70382E+12,1.70382E+12,Wait,2024/1/3 23:25:20,2024/1/4 2:42:16
person_c,c,test630,yellow,3,629,1.70382E+12,1.70383E+12,Wait,2024/1/4 14:38:18,2024/1/4 15:50:59
person_c,c,test631,yellow,3,630,1.70382E+12,1.70383E+12,Wait,2024/1/4 9:12:22,2024/1/4 10:01:27
person_c,c,test632,yellow,3,631,1.70382E+12,1.70383E+12,Wait,2024/1/5 19:06:22,2024/1/5 22:44:24
person_c,c,test633,yellow,3,632,1.70382E+12,1.70383E+12,Wait,2024/1/3 4:13:32,2024/1/3 7:28:03
person_c,c,test634,yellow,3,633,1.70382E+12,1.70383E+12,Wait,2024/1/4 1:15:17,2024/1/4 3:57:56
person_c,c,test635,yellow,3,634,1.70382E+12,1.70383E+12,Wait,2024/1/4 20:29:21,2024/1/4 22:21:19
person_c,c,test636,yellow,3,635,1.70382E+12,1.70382E+12,Wait,2024/1/5 16:20:01,2024/1/5 20:00:37
person_c,c,test637,yellow,3,636,1.70382E+12,1.70383E+12,Wait,2024/1/2 18:08:08,2024/1/2 22:44:30
person_c,c,test638,yellow,3,637,1.70382E+12,1.70383E+12,Wait,2024/1/4 16:01:25,2024/1/4 19:36:21
person_c,c,test639,yellow,3,638,1.70382E+12,1.70383E+12,Wait,2024/1/4 21:09:54,2024/1/5 2:56:25
person_c,c,test640,yellow,3,639,1.70383E+12,1.70383E+12,Wait,2024/1/2 19:11:16,2024/1/2 23:53:26
person_c,c,test641,yellow,3,640,1.70383E+12,1.70383E+12,Wait,2024/1/3 15:48:18,2024/1/3 16:43:15
person_c,c,test642,yellow,3,641,1.70383E+12,1.70383E+12,Wait,2024/1/2 21:56:42,2024/1/2 23:08:30
person_c,c,test643,yellow,3,642,1.70383E+12,1.70384E+12,Wait,2024/1/5 8:14:56,2024/1/5 13:47:51
person_c,c,test644,yellow,3,643,1.70383E+12,1.70383E+12,Wait,2024/1/4 12:42:51,2024/1/4 13:54:06
person_c,c,test645,yellow,3,644,1.70383E+12,1.70384E+12,Wait,2024/1/3 11:25:23,2024/1/3 11:59:00
person_a,a,test646,green,1,645,1.70381E+12,1.70381E+12,Wait,2024/1/4 20:34:58,2024/1/4 21:28:10
person_a,d,test647,blue,1,646,1.70385E+12,1.70387E+12,Wait,2024/1/4 0:19:55,2024/1/4 5:41:52
person_a,a,test648,red,1,647,1.70381E+12,1.70382E+12,Fix,2024/1/5 12:11:38,2024/1/5 16:43:21
person_b,a,test649,pink,2,648,1.70381E+12,1.70381E+12,Wait,2024/1/4 18:08:13,2024/1/4 22:40:09
person_c,c,test650,yellow,3,649,1.70381E+12,1.70381E+12,Wait,2024/1/3 19:28:56,2024/1/3 19:39:52
person_a,a,test651,green,1,650,1.70381E+12,1.70381E+12,Wait,2024/1/2 12:03:05,2024/1/2 12:26:16
person_a,b,test652,blue,1,651,1.70385E+12,1.70387E+12,Wait,2024/1/5 11:14:19,2024/1/5 11:38:49
person_a,a,test653,red,1,652,1.70381E+12,1.70382E+12,Wait,2024/1/5 13:47:20,2024/1/5 19:31:42
person_b,b,test654,pink,2,653,1.70381E+12,1.70381E+12,Wait,2024/1/4 22:49:40,2024/1/5 2:34:27
person_c,c,test655,yellow,3,654,1.70381E+12,1.70381E+12,Wait,2024/1/5 10:59:50,2024/1/5 11:20:24
person_c,c,test656,yellow,3,655,1.70381E+12,1.70381E+12,Wait,2024/1/3 21:54:56,2024/1/4 2:24:02
person_c,c,test657,yellow,3,656,1.70381E+12,1.70381E+12,Wait,2024/1/3 19:56:17,2024/1/3 20:26:19
person_c,c,test658,yellow,3,657,1.70381E+12,1.70381E+12,Wait,2024/1/3 9:56:27,2024/1/3 13:43:29
person_c,c,test659,yellow,3,658,1.70381E+12,1.70381E+12,Wait,2024/1/4 17:40:56,2024/1/4 22:11:23
person_c,c,test660,yellow,3,659,1.70381E+12,1.70381E+12,Wait,2024/1/5 14:39:40,2024/1/5 18:41:29
person_c,c,test661,yellow,3,660,1.70381E+12,1.70382E+12,Wait,2024/1/2 13:35:00,2024/1/2 14:29:08
person_c,c,test662,yellow,3,661,1.70381E+12,1.70382E+12,Wait,2024/1/3 13:36:13,2024/1/3 18:58:04
person_c,c,test663,yellow,3,662,1.70381E+12,1.70382E+12,Wait,2024/1/3 14:35:33,2024/1/3 16:51:12
person_c,c,test664,yellow,3,663,1.70381E+12,1.70382E+12,Wait,2024/1/5 3:02:57,2024/1/5 5:57:08
person_c,c,test665,yellow,3,664,1.70381E+12,1.70382E+12,Wait,2024/1/4 17:17:35,2024/1/4 17:39:56
person_c,c,test666,yellow,3,665,1.70381E+12,1.70381E+12,Wait,2024/1/3 15:30:17,2024/1/3 15:50:15
person_c,c,test667,yellow,3,666,1.70381E+12,1.70382E+12,Fix,2024/1/4 1:17:01,2024/1/4 2:51:05
person_c,c,test668,yellow,3,667,1.70381E+12,1.70382E+12,Wait,2024/1/4 13:27:18,2024/1/4 18:08:06
person_c,c,test669,yellow,3,668,1.70381E+12,1.70382E+12,Wait,2024/1/4 19:48:44,2024/1/5 0:18:26
person_c,c,test670,yellow,3,669,1.70381E+12,1.70382E+12,Wait,2024/1/5 8:43:06,2024/1/5 12:42:15
person_c,c,test671,yellow,3,670,1.70382E+12,1.70382E+12,Wait,2024/1/4 1:31:36,2024/1/4 3:21:51
person_c,c,test672,yellow,3,671,1.70382E+12,1.70382E+12,Wait,2024/1/3 13:50:57,2024/1/3 19:42:21
person_c,c,test673,yellow,3,672,1.70382E+12,1.70382E+12,Wait,2024/1/5 16:53:00,2024/1/5 17:20:40
person_c,c,test674,yellow,3,673,1.70382E+12,1.70382E+12,Wait,2024/1/5 4:19:42,2024/1/5 7:59:34
person_c,c,test675,yellow,3,674,1.70382E+12,1.70382E+12,Wait,2024/1/6 6:49:29,2024/1/6 7:14:02
person_c,c,test676,yellow,3,675,1.70382E+12,1.70382E+12,Wait,2024/1/4 6:33:54,2024/1/4 10:12:59
person_c,c,test677,yellow,3,676,1.70382E+12,1.70382E+12,Wait,2024/1/3 12:47:39,2024/1/3 17:34:29
person_c,c,test678,yellow,3,677,1.70382E+12,1.70382E+12,Wait,2024/1/5 11:27:36,2024/1/5 16:46:43
person_c,c,test679,yellow,3,678,1.70382E+12,1.70382E+12,Wait,2024/1/4 19:53:57,2024/1/4 22:58:11
person_c,c,test680,yellow,3,679,1.70382E+12,1.70383E+12,Wait,2024/1/5 6:40:09,2024/1/5 8:45:37
person_c,c,test681,yellow,3,680,1.70382E+12,1.70383E+12,Wait,2024/1/5 2:31:50,2024/1/5 6:01:54
person_c,c,test682,yellow,3,681,1.70382E+12,1.70383E+12,Wait,2024/1/6 11:22:55,2024/1/6 13:47:57
person_c,c,test683,yellow,3,682,1.70382E+12,1.70383E+12,Wait,2024/1/3 9:51:03,2024/1/3 12:45:22
person_c,c,test684,yellow,3,683,1.70382E+12,1.70383E+12,Wait,2024/1/4 17:23:00,2024/1/4 20:03:31
person_c,c,test685,yellow,3,684,1.70382E+12,1.70383E+12,Wait,2024/1/5 9:32:18,2024/1/5 14:47:44
person_c,c,test686,yellow,3,685,1.70382E+12,1.70382E+12,Wait,2024/1/5 16:41:11,2024/1/5 17:50:38
person_c,c,test687,yellow,3,686,1.70382E+12,1.70383E+12,Wait,2024/1/3 9:25:50,2024/1/3 10:15:00
person_c,c,test688,yellow,3,687,1.70382E+12,1.70383E+12,Wait,2024/1/5 6:38:40,2024/1/5 7:33:43
person_c,c,test689,yellow,3,688,1.70382E+12,1.70383E+12,Wait,2024/1/5 2:02:54,2024/1/5 6:10:13
person_c,c,test690,yellow,3,689,1.70383E+12,1.70383E+12,Wait,2024/1/3 8:50:44,2024/1/3 10:36:58
person_c,c,test691,yellow,3,690,1.70383E+12,1.70383E+12,Wait,2024/1/4 8:35:44,2024/1/4 12:39:26
person_c,c,test692,yellow,3,691,1.70383E+12,1.70383E+12,Wait,2024/1/3 17:20:53,2024/1/3 21:09:35
person_c,c,test693,yellow,3,692,1.70383E+12,1.70384E+12,Wait,2024/1/6 4:58:36,2024/1/6 6:47:25
person_c,c,test694,yellow,3,693,1.70383E+12,1.70383E+12,Wait,2024/1/4 13:05:38,2024/1/4 17:43:38
person_c,c,test695,yellow,3,694,1.70383E+12,1.70384E+12,Wait,2024/1/3 12:06:54,2024/1/3 16:01:12
person_a,a,test696,green,1,695,1.70381E+12,1.70381E+12,Wait,2024/1/5 9:25:11,2024/1/5 10:02:47
person_a,d,test697,blue,1,696,1.70385E+12,1.70387E+12,Wait,2024/1/4 14:38:40,2024/1/4 15:18:21
person_a,a,test698,red,1,697,1.70381E+12,1.70382E+12,Fix,2024/1/6 5:15:57,2024/1/6 9:52:54
person_b,a,test699,pink,2,698,1.70381E+12,1.70381E+12,Wait,2024/1/5 11:28:20,2024/1/5 12:43:09
person_c,c,test700,yellow,3,699,1.70381E+12,1.70381E+12,Wait,2024/1/4 19:21:45,2024/1/5 0:57:38
person_a,a,test701,green,1,700,1.70381E+12,1.70381E+12,Wait,2024/1/3 2:47:55,2024/1/3 5:34:11
person_a,b,test702,blue,1,701,1.70385E+12,1.70387E+12,Wait,2024/1/5 18:11:20,2024/1/5 22:24:54
person_a,a,test703,red,1,702,1.70381E+12,1.70382E+12,Wait,2024/1/6 7:26:44,2024/1/6 8:21:46
person_b,b,test704,pink,2,703,1.70381E+12,1.70381E+12,Wait,2024/1/5 18:03:27,2024/1/5 21:16:20
person_c,c,test705,yellow,3,704,1.70381E+12,1.70381E+12,Wait,2024/1/6 6:25:52,2024/1/6 7:18:42
person_c,c,test706,yellow,3,705,1.70381E+12,1.70381E+12,Wait,2024/1/4 8:37:48,2024/1/4 9:51:02
person_c,c,test707,yellow,3,706,1.70381E+12,1.70381E+12,Wait,2024/1/4 12:36:38,2024/1/4 14:20:52
person_c,c,test708,yellow,3,707,1.70381E+12,1.70381E+12,Wait,2024/1/4 2:23:46,2024/1/4 7:59:51
person_c,c,test709,yellow,3,708,1.70381E+12,1.70381E+12,Wait,2024/1/5 12:13:15,2024/1/5 14:14:23
person_c,c,test710,yellow,3,709,1.70381E+12,1.70381E+12,Wait,2024/1/6 5:12:09,2024/1/6 9:08:18
person_c,c,test711,yellow,3,710,1.70381E+12,1.70382E+12,Wait,2024/1/3 10:05:43,2024/1/3 13:37:15
person_c,c,test712,yellow,3,711,1.70381E+12,1.70382E+12,Wait,2024/1/3 15:08:26,2024/1/3 20:14:03
person_c,c,test713,yellow,3,712,1.70381E+12,1.70382E+12,Wait,2024/1/4 6:17:56,2024/1/4 7:00:47
person_c,c,test714,yellow,3,713,1.70381E+12,1.70382E+12,Wait,2024/1/6 1:49:23,2024/1/6 4:20:56
person_c,c,test715,yellow,3,714,1.70381E+12,1.70382E+12,Wait,2024/1/5 9:09:54,2024/1/5 10:22:01
person_c,c,test716,yellow,3,715,1.70381E+12,1.70381E+12,Wait,2024/1/4 0:14:19,2024/1/4 0:28:23
person_c,c,test717,yellow,3,716,1.70381E+12,1.70382E+12,Fix,2024/1/4 17:35:31,2024/1/4 21:41:08
person_c,c,test718,yellow,3,717,1.70381E+12,1.70382E+12,Wait,2024/1/5 12:59:46,2024/1/5 15:26:53
person_c,c,test719,yellow,3,718,1.70381E+12,1.70382E+12,Wait,2024/1/5 17:11:26,2024/1/5 21:33:07
person_c,c,test720,yellow,3,719,1.70381E+12,1.70382E+12,Wait,2024/1/5 15:27:20,2024/1/5 17:15:09
